jurisdiction,facility,year,month,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
Los Angeles Sheriff's Department,Inmate Reception Center,2001,1,183,0,171,0,354,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2001,1,4272,0,1974,0,6246,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2001,1,1990,0,1272,0,3262,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2001,1,687,0,676,0,1363,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2001,1,342,0,822,0,1164,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess South Facility,2001,1,1,0,456,0,457,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Sybil Brand Institute,2001,1,0,0,0,0,0,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2001,1,1368,1184,742,1022,4316,Los Angeles County,06,037,06037
Scapular House,Scapular House,2001,1,0,0,156,20,176,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2001,1,180,24,120,12,336,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2001,1,210,38,30,9,287,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2001,1,9.5,2.2,22.8,2.4,37,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2001,1,130,19,92,17,258,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2001,1,211,30,147,18,406,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2001,1,123,0,22,0,145,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2001,1,18,1,13,4,36,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2001,1,10,3,8,2,23,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2001,1,314,49,198,52,613,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2001,1,118,0,211,0,329,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2001,1,38,7,148,26,219,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2001,1,65,7,43,9,124,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2001,1,341,71,204,110,726,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2001,1,113,20,601,75,809,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2001,1,594,0,475,0,1069,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2001,1,0,143,0,209,352,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2001,1,843,0,1023,0,1866,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2001,1,268,21,30,0,319,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2001,1,198,17,58,10,283,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2001,1,9,5,98,21,133,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2001,1,18.259999999999998,4.7700000000000005,20,6,49,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2001,1,43,0,63,0,106,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2001,1,247,23,56,4,330,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2001,1,135,55,257,94,541,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2001,1,850,104,201,48,1203,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2001,1,374,4,229,0,607,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2001,1,183,0,1027,0,1210,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Rio Cosumnes- Womens Facility,2001,1,0,0,0,0,0,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2001,1,1399,202,134,202,1937,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2001,1,47,6,35,2,90,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2001,1,648,97,58,5,808,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2001,1,131,21,716,183,1051,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2001,1,2380,324,302,87,3093,San Bernardino County,06,071,06071
San Diego Sheriff's Department,NA,2001,1,3,0,190,0,193,San Diego County,06,073,06073
San Diego Sheriff's Department,East Mesa Detention Facility,2001,1,15,0,330,0,345,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2001,1,991,0,588,0,1579,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Womens Detention,2001,1,0,314,0,264,578,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2001,1,283,0,81,0,364,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2001,1,446,63,108,12,629,San Diego County,06,073,06073
San Diego Work Furlough,Pacific Work Furlough Facility,2001,1,0,0,0,0,0,San Diego County,06,073,06073
San Diego Probation Department,Barrett Honor Camp / Barrett Juvenile,2001,1,0,0,90,0,90,San Diego County,06,073,06073
San Diego Probation Department,Camp West Fork,2001,1,0,0,84,0,84,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2001,1,207,112,9,4,332,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2001,1,293,49,8,1,351,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2001,1,390,0,9,0,399,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2001,1,291,40,13,2,346,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #6,2001,1,305,0,8,0,313,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2001,1,487,58,156,27,728,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2001,1,114,17,154,35,320,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2001,1,0,0,53,0,53,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2001,1,475,0,359,0,834,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Mens Corr. Ctr./Medium Sec. Fac.,2001,1,0,0,109,0,109,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2001,1,0,0,0,17,17,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2001,1,0,40,0,59,99,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Female Honor Farm,2001,1,0,3,0,12,15,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2001,1,349,58,220,33,660,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2001,1,51,0,103,0,154,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Work Furlough,2001,1,0,0,8,1,9,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Maria Work Furlough,2001,1,0,0,15,0,15,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2001,1,0,257,0,224,481,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2001,1,1347,0,1212,0,2559,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2001,1,923,0,241,0,1164,Santa Clara County,06,085,06085
Santa Clara Probation Department,Mtn. View Work Furlough Facility,2001,1,0,0,198,0,198,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2001,1,0,0,0,29,29,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2001,1,235,33,67,21,356,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2001,1,0,0,136,0,136,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2001,1,0,0,79,0,79,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Detention Annex,2001,1,0,0,51,0,51,Shasta County,06,089,06089
Shasta Sheriff's Department,Shasta County Main Jail,2001,1,205,34,76,28,343,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2001,1,2.8,0.03,1,0,4,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2001,1,50,5,29,3,87,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2001,1,66,0,148,0,214,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2001,1,447,101,89,33,670,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2001,1,90,0,342,58,490,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2001,1,360,54,148,21,583,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2001,1,216,67,123,79,485,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2001,1,40,0,143,0,183,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2001,1,265,0,66,0,331,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2001,1,110,11,52,14,187,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2001,1,72,11,84,13,180,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2001,1,11,1,15,6,33,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2001,1,291,31,218,18,558,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2001,1,114,0,0,0,114,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Correctional Center,2001,1,0,0,167,27,194,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2001,1,163,29,85,30,307,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2001,1,52,8,49,9,118,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Branch- Women,2001,1,0,87,0,99,186,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Main Jail,2001,1,458,8,131,2,599,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Ojai -Women,2001,1,0,0,0,0,0,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2001,1,191,0,404,0,595,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2001,1,0,0,92,25,117,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2001,1,45,8,40,10,103,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2001,1,209,34,25,5,273,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2001,1,280,47,43,6,376,Yuba County,06,115,06115
Alameda Sheriff's Department,Glenn E. Dyer Jail,2000,12,469,15,82,1,567,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2000,12,2159,239,671,103,3172,Alameda County,06,001,06001
Oakland Police Department,Oakland Jail,2000,12,91,21,NA,NA,112,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2000,12,14.12,0.6699999999999999,21.32,2.8299999999999996,38.94,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2000,12,279,31,151,28,489,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2000,12,23.2,1.8,18.3,0.8,44.1,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2000,12,15,0.6,16,1.2,32.8,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2000,12,532,83,141,14,770,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2000,12,0,0,162,0,162,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2000,12,409,83,166,34,692,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2000,12,57,8,75,12,152,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2000,12,47,3,37,5,92,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2000,12,648,179,107,57,991,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno County Satellite Jail,2000,12,0,0,243,0,243,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2000,12,399,0,18,0,417,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2000,12,536,0,101,0,637,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2000,12,45,13,6,0,64,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2000,12,202,26,105,13,346,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2000,12,66.75,66.75,66.75,66.75,267,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2000,12,63.25,63.25,63.25,63.25,253,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2000,12,22.2,2.7,14,3.3,42.2,Inyo County,06,027,06027
Kern Sheriff's Department,Kern County- Female Minimum,2000,12,0,2,0,93,95,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Maximum,2000,12,79,22,34,18,153,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2000,12,504,0,351,0,855,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2000,12,596,110,114,94,914,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Branch Jail,2000,12,28,5,110,23,166,Kings County,06,031,06031
Kings Sheriff's Department,Kings County Main Jail,2000,12,35,4,109,19,167,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Facility,2000,12,0,0,0,0,0,Lake County,06,033,06033
Lake Sheriff's Department,Lake County Hill Road Facility,2000,12,64,24,81,21,190,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2000,12,52,9,41,21,123,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Century Regional Detention Center,2000,12,1028,0,642,0,1670,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2000,12,4558,0,2004,0,6562,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2000,12,1865,0,1212,0,3077,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2000,12,2051,1186,1258,1041,5536,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2000,12,389,0,845,0,1234,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess South Facility,2000,12,58,0,865,0,923,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Sybil Brand Institute,2000,12,24,0,9,0,33,Los Angeles County,06,037,06037
Scapular House,Scapular House,2000,12,0,0,172,17,189,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2000,12,198,27,54,6,285,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2000,12,214,43,34,10,301,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2000,12,11.5,2,21.9,1.4,36.8,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2000,12,111,14,90,17,232,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2000,12,210,30,140,20,400,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2000,12,126,1,20,0,147,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2000,12,15,7,16,3,41,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2000,12,5.58,3.19,10.26,1,20.03,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2000,12,313,48,202,56,619,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2000,12,109,0,233,0,342,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2000,12,59,8,132,23,222,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2000,12,64,6,47,6,123,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2000,12,375,82,239,109,805,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2000,12,103,19,554,70,746,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2000,12,560,0,513,0,1073,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2000,12,0,140,0,193,333,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2000,12,809,0,993,0,1802,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2000,12,326,28,14,0,368,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2000,12,179,16,53,9,257,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2000,12,9,5,97,21,132,Placer County,06,061,06061
