jurisdiction,facility,year,month,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2005,1,166,33,220,37,456,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2005,1,0,0,0,0,0,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2005,1,438,7,402,3,850,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2005,1,0,0,39,0,39,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2005,1,0,58,0,62,120,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Transitional Fac,2005,1,0,0,2,0,2,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2005,1,498,95,159,18,770,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2005,1,59,21,106,16,202,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2005,1,0,378,0,139,517,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2005,1,1419,0,799,0,2218,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2005,1,1183,0,173,0,1356,Santa Clara County,06,085,06085
Santa Clara Probation Department,Mtn. View Work Furlough Facility,2005,1,0,0,140,0,140,Santa Clara County,06,085,06085
Santa Clara Probation Department,Womens Residential Center- S. Jose,2005,1,0,0,0,47,47,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2005,1,0,0,0,23,23,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2005,1,239,33,86,19,377,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2005,1,0,0,114,0,114,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2005,1,0,0,54,0,54,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Main Jail,2005,1,211,44,90,17,362,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2005,1,4,1,2,0,7,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2005,1,58,5,17,3,83,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2005,1,192,32,121,21,366,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2005,1,515,60,101,21,697,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2005,1,115,5,295,58,473,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2005,1,418,61,115,15,609,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2005,1,313,122,60,58,553,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2005,1,90,0,206,0,296,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2005,1,269,0,97,0,366,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2005,1,152,22,75,22,271,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2005,1,74,19,56,19,168,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2005,1,10,3,15,1,29,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2005,1,380,91,155,60,686,Tulare County,06,107,06107
Tulare Sheriff's Department,Mens Correctional Facility,2005,1,59,0,207,0,266,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2005,1,0,0,129,0,129,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2005,1,185,0,64,0,249,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2005,1,61,13,49,9,132,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Main Jail,2005,1,310,94,207,121,732,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2005,1,352,0,475,0,827,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2005,1,0,0,90,26,116,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2005,1,88,10,22,4,124,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2005,1,235,34,12,7,288,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2005,1,308,75,11,11,405,Yuba County,06,115,06115
Alameda Sheriff's Department,Community Re-Entry Center,2004,12,0,0,0,0,0,Alameda County,06,001,06001
Alameda Sheriff's Department,Glenn E. Dyer Jail,2004,12,218,0,12,0,230,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2004,12,2559,273,725,156,3713,Alameda County,06,001,06001
Oakland Police Department,Oakland Jail,2004,12,78,13,0,0,91,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2004,12,41,8,25,9,83,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2004,12,249,43,177,37,506,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2004,12,40,7,27,3,77,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2004,12,19,2,29,2,52,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2004,12,390,4,245,3,642,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2004,12,0,0,88,0,88,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2004,12,500,150,135,41,826,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2004,12,99,10,85,17,211,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2004,12,56,7,44,11,118,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2004,12,762,0,119,0,881,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno County Satellite Jail,2004,12,0,0,202,0,202,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2004,12,1070,0,198,0,1268,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2004,12,201,251,40,72,564,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2004,12,59,9,34,5,107,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2004,12,201,35,107,16,359,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2004,12,101,0,131,0,232,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2004,12,130,27,73,15,245,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2004,12,26,4,38,6,74,Inyo County,06,027,06027
Kern Sheriff's Department,Central Receiving Facility,2004,12,73,23,23,7,126,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2004,12,465,6,386,88,945,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2004,12,782,126,149,57,1114,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Branch Jail,2004,12,56,12,60,19,147,Kings County,06,031,06031
Kings Sheriff's Department,Kings County Main Jail,2004,12,67,4,56,6,133,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2004,12,122,9,70,43,244,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2004,12,26,6,23,7,62,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Century Regional Detention Center,2004,12,127,0,116,0,243,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2004,12,4458,0,1549,0,6007,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2004,12,3103,0,787,0,3890,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2004,12,932,0,174,0,1106,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2004,12,818,0,455,0,1273,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2004,12,1668,1424,396,315,3803,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2004,12,178,34,144,8,364,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2004,12,202,34,29,4,269,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2004,12,28,4,15,3,50,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2004,12,151,22,64,15,252,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2004,12,299,49,125,24,497,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2004,12,129,0,33,0,162,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2004,12,11,3,12,1,27,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2004,12,13,1,16,2,32,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2004,12,467,74,137,49,727,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2004,12,136,0,254,0,390,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2004,12,46,3,163,28,240,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2004,12,91,10,56,13,170,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2004,12,272,125,148,160,705,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2004,12,225,41,670,105,1041,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2004,12,780,0,537,0,1317,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2004,12,0,136,0,183,319,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2004,12,1090,0,1112,0,2202,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2004,12,340,33,11,3,387,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2004,12,259,35,47,8,349,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2004,12,7,3,111,24,145,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2004,12,21,4,17,7,49,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2004,12,87,0,22,0,109,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2004,12,265,35,35,5,340,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2004,12,339,76,173,62,650,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2004,12,695,144,128,34,1001,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2004,12,862,2,217,0,1081,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2004,12,181,0,1198,0,1379,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Rio Cosumnes- Womens Facility,2004,12,0,20,0,217,237,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2004,12,1472,190,170,29,1861,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2004,12,64,8,38,4,114,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2004,12,711,106,51,4,872,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2004,12,255,15,743,220,1233,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2004,12,2398,373,234,44,3049,San Bernardino County,06,071,06071
San Diego Sheriff's Department,NA,2004,12,38,0,250,0,288,San Diego County,06,073,06073
San Diego Sheriff's Department,East Mesa Detention Facility,2004,12,160,0,326,0,486,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2004,12,1107,0,434,0,1541,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Womens Detention,2004,12,1,410,0,267,678,San Diego County,06,073,06073
San Diego Sheriff's Department,San Diego Central Detention,2004,12,655,0,133,0,788,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2004,12,419,0,73,0,492,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2004,12,473,79,92,9,653,San Diego County,06,073,06073
San Diego Work Furlough,Pacific Furlough Facility,2004,12,2,1,58,48,109,San Diego County,06,073,06073
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2004,12,0,0,204,0,204,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2004,12,209,82,33,35,359,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2004,12,298,39,54,14,405,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2004,12,272,0,117,0,389,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2004,12,289,27,69,15,400,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #6,2004,12,170,0,64,0,234,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2004,12,68,11,263,83,425,San Joaquin County,06,077,06077
San Joaquin Sheriff's Department,San Joaquin Main (J. Zunino) Jail,2004,12,582,81,118,20,801,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2004,12,168,33,175,22,398,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2004,12,0,0,48,15,63,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2004,12,434,6,399,6,845,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2004,12,0,0,42,0,42,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2004,12,0,68,0,45,113,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Transitional Fac,2004,12,0,0,1,0,1,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,Santa Barbara County Main Jail,2004,12,514,89,153,15,771,Santa Barbara County,06,083,06083
Santa Barbara Sheriff's Department,Santa Barbara Medium Security Facility,2004,12,52,21,100,9,182,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,Elmwood Complex - Women's Fac,2004,12,0,361,0,147,508,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Elmwood Complex-Mens' Fac,2004,12,1393,0,833,0,2226,Santa Clara County,06,085,06085
Santa Clara Corrections Department,Santa Clara County Main Jail,2004,12,1184,0,154,0,1338,Santa Clara County,06,085,06085
Santa Clara Probation Department,Mtn. View Work Furlough Facility,2004,12,0,0,132,0,132,Santa Clara County,06,085,06085
Santa Clara Probation Department,Womens Residential Center- S. Jose,2004,12,0,0,0,42,42,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,Santa Cruz Blaine Womens Minimum,2004,12,0,0,0,26,26,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Main Jail (Water Street),2004,12,239,34,83,19,375,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Lane Minimum,2004,12,0,0,117,0,117,Santa Cruz County,06,087,06087
Santa Cruz Sheriff's Department,Santa Cruz Rountree Medium,2004,12,0,0,57,0,57,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,Shasta County Main Jail,2004,12,202,46,104,18,370,Shasta County,06,089,06089
Sierra Sheriff's Department,Sierra County Jail,2004,12,4,1,2,0,7,Sierra County,06,091,06091
Siskiyou Sheriff's Department,Siskiyou County Jail,2004,12,76,11,7,1,95,Siskiyou County,06,093,06093
Solano Sheriff's Department,Claybank Facility,2004,12,174,34,145,21,374,Solano County,06,095,06095
Solano Sheriff's Department,Solano County Justice Center,2004,12,494,62,96,16,668,Solano County,06,095,06095
Sonoma Sheriff's Department,North County Detention Facility,2004,12,110,8,310,63,491,Sonoma County,06,097,06097
Sonoma Sheriff's Department,Sonoma County Main Adult Detention,2004,12,398,69,125,15,607,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,Stanislaus Co. Public Safety Center,2004,12,321,112,60,47,540,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Honor Farm,2004,12,93,0,203,0,296,Stanislaus County,06,099,06099
Stanislaus Sheriff's Department,Stanislaus County Jail,2004,12,275,0,91,0,366,Stanislaus County,06,099,06099
Sutter Sheriff's Department,Sutter County Jail,2004,12,162,15,67,14,258,Sutter County,06,101,06101
Tehama Sheriff's Department,Tehama County Jail,2004,12,78,16,50,20,164,Tehama County,06,103,06103
Trinity Sheriff's Department,Trinity County Jail,2004,12,8,6,17,2,33,Trinity County,06,105,06105
Tulare Sheriff's Department,Bob Wiley Detention Center,2004,12,384,86,150,64,684,Tulare County,06,107,06107
Tulare Sheriff's Department,Mens Correctional Facility,2004,12,52,0,139,0,191,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare Co. Adult Pre-Trial Facility,2004,12,0,0,184,0,184,Tulare County,06,107,06107
Tulare Sheriff's Department,Tulare County Jail,2004,12,192,0,53,0,245,Tulare County,06,107,06107
Tuolumne Sheriff's Department,Tuolumne County Jail,2004,12,58,14,49,12,133,Tuolumne County,06,109,06109
Ventura Sheriff's Department,Ventura County Main Jail,2004,12,271,90,190,126,677,Ventura County,06,111,06111
Ventura Sheriff's Department,Ventura County Todd Road,2004,12,351,0,478,0,829,Ventura County,06,111,06111
Ventura Work Furlough,Ventura County Work Furlough,2004,12,0,0,79,19,98,Ventura County,06,111,06111
Yolo Sheriff's Department,Leinberger Center,2004,12,81,14,23,5,123,Yolo County,06,113,06113
Yolo Sheriff's Department,Monroe Detention Center,2004,12,219,33,25,4,281,Yolo County,06,113,06113
Yuba Sheriff's Department,Yuba County Jail,2004,12,290,83,16,4,393,Yuba County,06,115,06115
Alameda Sheriff's Department,Community Re-Entry Center,2004,11,0,0,0,0,0,Alameda County,06,001,06001
Alameda Sheriff's Department,Glenn E. Dyer Jail,2004,11,223,0,136,0,359,Alameda County,06,001,06001
Alameda Sheriff's Department,Santa Rita Jail,2004,11,2548,299,638,148,3633,Alameda County,06,001,06001
Oakland Police Department,Oakland Jail,2004,11,90,20,0,0,110,Alameda County,06,001,06001
Amador Sheriff's Department,Amador County Jail,2004,11,40,8,26,9,83,Amador County,06,005,06005
Butte Sheriff's Department,Butte County Jail,2004,11,249,43,177,37,506,Butte County,06,007,06007
Calaveras Sheriff's Department,Calaveras County Jail,2004,11,43,7,25,3,78,Calaveras County,06,009,06009
Colusa Sheriff's Department,Colusa County Jail,2004,11,26,2,26,3,57,Colusa County,06,011,06011
Contra Costa Sheriff's Department,Contra Costa Main Jail (Martinez Det Fac),2004,11,395,7,244,4,650,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,Marsh Creek Detention Facility,2004,11,0,0,90,0,90,Contra Costa County,06,013,06013
Contra Costa Sheriff's Department,West County Detention Facility,2004,11,532,158,141,42,873,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,El Dorado County Jail,2004,11,93,15,90,13,211,El Dorado County,06,017,06017
El Dorado Sheriff's Department,South Lake Tahoe Jail,2004,11,56,9,46,6,117,El Dorado County,06,017,06017
Fresno Sheriff's Department,Fresno County Main Jail,2004,11,754,0,147,0,901,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno County Satellite Jail,2004,11,0,0,185,0,185,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno North Annex  Jail,2004,11,1078,0,261,0,1339,Fresno County,06,019,06019
Fresno Sheriff's Department,Fresno South Annex Jail,2004,11,185,244,43,81,553,Fresno County,06,019,06019
Glenn Sheriff's Department,Glenn County Adult Detention Facility,2004,11,60,10,36,5,111,Glenn County,06,021,06021
Humboldt Sheriff's Department,Humboldt County Jail,2004,11,205,30,98,21,354,Humboldt County,06,023,06023
Imperial Sheriff's Department,Herbert Hughes Corr. Center,2004,11,109,0,179,0,288,Imperial County,06,025,06025
Imperial Sheriff's Department,Imperial Co (Adult Regional Det) Fac,2004,11,155,32,66,13,266,Imperial County,06,025,06025
Inyo Sheriff's Department,Inyo County Jail,2004,11,23,4,43,7,77,Inyo County,06,027,06027
Kern Sheriff's Department,Central Receiving Facility,2004,11,76,28,28,8,140,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Minimum,2004,11,460,8,394,86,948,Kern County,06,029,06029
Kern Sheriff's Department,Lerdo Pretrial Facility,2004,11,784,122,160,63,1129,Kern County,06,029,06029
Kings Sheriff's Department,Kings County Branch Jail,2004,11,47,12,71,19,149,Kings County,06,031,06031
Kings Sheriff's Department,Kings County Main Jail,2004,11,74,3,53,6,136,Kings County,06,031,06031
Lake Sheriff's Department,Lake County Hill Road Facility,2004,11,146,5,53,39,243,Lake County,06,033,06033
Lassen Sheriff's Department,Lassen Adult Detention Facility,2004,11,28,8,27,4,67,Lassen County,06,035,06035
Los Angeles Sheriff's Department,Century Regional Detention Center,2004,11,121,0,132,0,253,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Los Angeles Central Jail,2004,11,4539,0,1570,0,6109,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,North County Correctional Facility,2004,11,3072,0,755,0,3827,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess East Facility,2004,11,956,0,194,0,1150,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Peter Pitchess North Facility,2004,11,916,0,689,0,1605,Los Angeles County,06,037,06037
Los Angeles Sheriff's Department,Twin Towers Correctional Facility,2004,11,1714,1434,421,331,3900,Los Angeles County,06,037,06037
Madera Corrections Department,Madera Adult Correctional Facility,2004,11,185,37,145,7,374,Madera County,06,039,06039
Marin Sheriff's Department,Marin County Jail,2004,11,218,29,36,8,291,Marin County,06,041,06041
Mariposa Sheriff's Department,Mariposa County Adult Det. Facility,2004,11,30,3,16,4,53,Mariposa County,06,043,06043
Mendocino Sheriff's Department,Mendocino Adult Detention Facility,2004,11,139,23,64,19,245,Mendocino County,06,045,06045
Merced Sheriff's Department,John Latorraca Corr Fac,2004,11,278,53,146,29,506,Merced County,06,047,06047
Merced Sheriff's Department,Merced County Jail,2004,11,131,0,34,0,165,Merced County,06,047,06047
Modoc Sheriff's Department,Modoc County Jail,2004,11,11,3,11,2,27,Modoc County,06,049,06049
Mono Sheriff's Department,Mono County Jail,2004,11,13,4,17,2,36,Mono County,06,051,06051
Monterey Sheriff's Department,Monterey County Jail,2004,11,468,79,145,49,741,Monterey County,06,053,06053
Monterey Sheriff's Department,Monterey County Rehabilitation,2004,11,148,0,256,0,404,Monterey County,06,053,06053
Napa Corrections Department,Napa County Jail,2004,11,44,5,164,31,244,Napa County,06,055,06055
Nevada Sheriff's Department,Wayne Brown Correctional Facility,2004,11,84,14,71,20,189,Nevada County,06,057,06057
Orange Sheriff's Department,Intake Release Center,2004,11,278,144,141,169,732,Orange County,06,059,06059
Orange Sheriff's Department,James A Musick Facility,2004,11,208,38,718,111,1075,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Mens Jail,2004,11,789,0,558,0,1347,Orange County,06,059,06059
Orange Sheriff's Department,Orange County Womens Jail,2004,11,0,146,0,183,329,Orange County,06,059,06059
Orange Sheriff's Department,Theo Lacy Facility,2004,11,1171,0,1135,0,2306,Orange County,06,059,06059
Santa Ana Police Department,Santa Ana Jail,2004,11,344,39,20,6,409,Orange County,06,059,06059
Placer Sheriff's Department,Placer County Main Jail,2004,11,260,35,47,8,350,Placer County,06,061,06061
Placer Sheriff's Department,Placer County Minimum Security,2004,11,7,3,119,25,154,Placer County,06,061,06061
Plumas Sheriff's Department,Plumas County Jail,2004,11,18,6,19,4,47,Plumas County,06,063,06063
Riverside Sheriff's Department,Blythe Jail,2004,11,85,0,21,0,106,Riverside County,06,065,06065
Riverside Sheriff's Department,Indio Jail,2004,11,271,35,28,5,339,Riverside County,06,065,06065
Riverside Sheriff's Department,Larry D Smith Correctional Facility,2004,11,339,73,173,63,648,Riverside County,06,065,06065
Riverside Sheriff's Department,Robert Presley Detention Center,2004,11,712,150,126,35,1023,Riverside County,06,065,06065
Riverside Sheriff's Department,Southwest County Detention Center,2004,11,835,1,243,0,1079,Riverside County,06,065,06065
Sacramento Sheriff's Department,Rio Cosumnes Correctional Center,2004,11,128,0,1284,0,1412,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Rio Cosumnes- Womens Facility,2004,11,0,8,0,216,224,Sacramento County,06,067,06067
Sacramento Sheriff's Department,Sacramento County Main Jail,2004,11,1451,215,169,25,1860,Sacramento County,06,067,06067
San Benito Sheriff's Department,San Benito Adult Detention,2004,11,68,12,38,4,122,San Benito County,06,069,06069
San Bernardino Sheriff's Department,San Bernardino Central Detention Center,2004,11,695,122,61,5,883,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,San Bernardino County- Glen Helen,2004,11,253,18,765,215,1251,San Bernardino County,06,071,06071
San Bernardino Sheriff's Department,West Valley Detention Center,2004,11,2506,381,237,45,3169,San Bernardino County,06,071,06071
San Diego Sheriff's Department,NA,2004,11,45,0,241,0,286,San Diego County,06,073,06073
San Diego Sheriff's Department,East Mesa Detention Facility,2004,11,142,0,357,0,499,San Diego County,06,073,06073
San Diego Sheriff's Department,George Bailey Detention Facility,2004,11,1133,0,464,0,1597,San Diego County,06,073,06073
San Diego Sheriff's Department,Las Colinas Womens Detention,2004,11,1,426,0,243,670,San Diego County,06,073,06073
San Diego Sheriff's Department,San Diego Central Detention,2004,11,695,0,138,0,833,San Diego County,06,073,06073
San Diego Sheriff's Department,South Bay Regional Facility- Chula Vista,2004,11,418,0,76,0,494,San Diego County,06,073,06073
San Diego Sheriff's Department,Vista Facility,2004,11,490,77,102,14,683,San Diego County,06,073,06073
San Diego Work Furlough,Pacific Furlough Facility,2004,11,0,0,47,43,90,San Diego County,06,073,06073
San Diego Work Furlough,Wk. Furlough/Corr. Alternative,2004,11,0,0,220,0,220,San Diego County,06,073,06073
San Francisco Sheriff's Department,San Francisco County Jail #2,2004,11,214,95,35,42,386,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2004,11,316,37,51,9,413,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #3,2004,11,276,0,104,0,380,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #4,2004,11,286,27,70,13,396,San Francisco County,06,075,06075
San Francisco Sheriff's Department,San Francisco County Jail #6,2004,11,166,0,68,0,234,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,San Joaquin Honor Farm,2004,11,65,14,273,74,426,San Joaquin County,06,077,06077
San Joaquin Sheriff's Department,San Joaquin Main (J. Zunino) Jail,2004,11,588,87,130,26,831,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,San Luis Obispo County Jail,2004,11,168,33,175,22,398,San Luis Obispo County,06,079,06079
San Luis Obispo Sheriff's Department,San Luis Obispo Honor Farm,2004,11,0,0,48,15,63,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,Maguire Facility,2004,11,466,7,420,4,897,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Minimum Security Transitional Fac.,2004,11,0,0,44,0,44,San Mateo County,06,081,06081
San Mateo Sheriff's Department,Womens Correctional Center,2004,11,0,51,0,67,118,San Mateo County,06,081,06081
